#  Timestep    No_Moles    No_Specs   Si192O384
#  Timestep    No_Moles    No_Specs   Si192O384
      16955           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16960           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16965           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16970           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16975           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16980           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16985           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16990           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      16995           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17000           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17005           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17010           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17015           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17020           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17025           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17030           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17035           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17040           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17045           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17050           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17055           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17060           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17065           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17070           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17075           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17080           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17085           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17090           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17095           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17100           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17105           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17110           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17115           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17120           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17125           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17130           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17135           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17140           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17145           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17150           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17155           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17160           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17165           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17170           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17175           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17180           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17185           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17190           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17195           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17200           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17205           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17210           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17215           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17220           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17225           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17230           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17235           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17240           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17245           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17250           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17255           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17260           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17265           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17270           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17275           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17280           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17285           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17290           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17295           1           1           1
#  Timestep    No_Moles    No_Specs   Si192O384
      17300           1           1           1
