#  Timestep    No_Moles    No_Specs   Si192O384          O2
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9970           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9975           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9980           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9985           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9990           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
       9995           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      10000           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      10005           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      10010           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      10015           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      10020           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      10025           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      10030           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      10035           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      10040           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      10045           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      10050           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      10055           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      10060           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      10065           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      10070           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      10075           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      10080           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      10085           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      10090           9           2           1           8
#  Timestep    No_Moles    No_Specs   Si192O388          O2
      10095           9           2           1           8
