#  Timestep    No_Moles    No_Specs   Si192O384           H
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11625           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11630           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11635           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11640           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11645           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11650           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11655           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11660           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11665           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11670           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11675           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H11           H
      11680           2           2           1           1
#  Timestep    No_Moles    No_Specs Si192O384H12
      11685           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H12
      11690           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H12
      11695           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H12
      11700           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H12
      11705           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H12
      11710           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H12
      11715           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H12
      11720           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H12
      11725           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H12
      11730           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H12
      11735           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H12
      11740           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H12
      11745           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H12
      11750           1           1           1
#  Timestep    No_Moles    No_Specs Si192O384H12
